Item 1;Item 2;Item 3;Item 4;Item 5;Item 6;Item 7;Item 8;Item 9;Item 10;Item 11;Item 12;Item 13;Item 14;Item 15;Item 16;Item 17;Item 18;Item 19;Item 20;Item 21;Item 22;Item 23;Item 24;Item 25;Item 26;Item 27;Item 28;Item 29;Item 30;Item 31;Item 32;Item 33;Item 34;Item 35;Item 36;Item 37;Item 38;Item 39;Item 40;Item 41;Item 42;Item 43;Item 44;Item 45;Item 46;Item 47;Item 48;Item 49;Item 50;Item 51;Item 52;Item 53;Item 54;Item 55;Item 56;Item 57;Item 58;Item 59;Item 60;Item 61;Item 62;Item 63;Item 64;Item 65;Item 66;Item 67;Item 68;Item 69;Item 70;Item 71;Item 72;Item 73;Item 74;Item 75;Item 76;Item 77
54400;-1800;-11,5;24;460;460;460;460;280;6800;9000;11400;22;52;40,5;37,5;-11;-6;-4;1,00;-1;-2;-58;-0,52;-66;-0,84;-60;-0,8;-60;-0,9;-74;-0,86;-70;-0,96;-64;-0,94;-42;-0,8;33;39;41;27;37;44;0;100;500;5;15;5;0;0;-1500;10;10;440;-11;-4;-8,5;-9,5;-7;-8,5;-9,5;-6,5;-2;-1;-3,5;-2;-1;-3;0;-1;0;0;0;2,9;5,4
